timestamp_s,Aceleracion_Z_modelo
0.0,-6.710871102449159
0.009999999999999787,-7.286482792919065
0.019999999999999574,-7.6273419420488064
0.02999999999999936,-7.885120422748967
0.03999999999999915,-8.523985487610986
0.049999999999998934,-8.577102111105658
0.05999999999999872,-8.184892057746758
0.06999999999999851,-8.576405252866264
0.0799999999999983,-8.239334485479885
0.08999999999999808,-8.680605741916747
0.09999999999999787,-8.445035714017617
0.10999999999999766,-8.55803445106446
0.11999999999999744,-9.053457543259553
0.12999999999999723,-8.567542235058268
0.13999999999999702,-8.289557596791463
0.1499999999999968,-8.32625761940943
0.1599999999999966,-8.89149446045982
0.16999999999999638,-8.625202951638109
0.17999999999999616,-8.648370785652865
0.18999999999999595,-8.852817946052376
0.19999999999999574,-8.690334454225184
0.20999999999999552,-8.779934225547338
0.2199999999999953,-8.633873722160468
0.2299999999999951,-8.927096868577806
0.23999999999999488,-8.546533063711083
0.24999999999999467,-8.562823524119532
0.25999999999999446,-8.748527089057061
0.26999999999999424,-8.970401066056228
0.27999999999999403,-8.714376970865368
0.2899999999999938,-9.02959285977754
0.2999999999999936,-8.695960894809561
0.3099999999999934,-8.757721239238316
0.3199999999999932,-8.567496811043407
0.32999999999999297,-8.824554057192485
0.33999999999999275,-8.44779306818208
0.34999999999999254,-8.781502654346262
0.3599999999999923,-8.49848178809633
0.3699999999999921,-8.676112725133958
0.3799999999999919,-8.613790162677423
0.3899999999999917,-8.63411775256687
0.3999999999999915,-8.255206817820566
0.40999999999999126,-7.747994217257831
0.41999999999999105,-6.877971634083492
0.42999999999999083,-7.09907545769823
0.4399999999999906,-6.505534081367985
0.4499999999999904,-6.536271846469819
0.4599999999999902,-5.99581081278381
0.46999999999999,-6.156430601980228
0.47999999999998977,-5.608441792313455
0.48999999999998956,-5.694686198890533
0.49999999999998934,-6.109178779138212
0.5099999999999891,-6.332664891021405
0.5199999999999889,-5.569768170576667
0.5299999999999887,-6.373064455924844
0.5399999999999885,-6.13181047058244
0.5499999999999883,-6.48528798077956
0.5599999999999881,-6.833579116699163
0.5699999999999878,-7.255709672402433
0.5799999999999876,-7.589542778486108
0.5899999999999874,-7.789950229704449
0.5999999999999872,-8.408796702151715
0.609999999999987,-8.503548185631855
0.6199999999999868,-8.756167415557119
0.6299999999999866,-8.260302881232558
0.6399999999999864,-8.506158406953624
0.6499999999999861,-8.119017906520364
0.6599999999999859,-9.074258803056267
0.6699999999999857,-8.338576187438903
0.6799999999999855,-8.896852326368581
0.6899999999999853,-8.80353473426263
